DR_NO;Date Rptd;DATE OCC;TIME OCC;AREA;AREA NAME;Rpt Dist No;Part 1-2;Crm Cd;Crm Cd Desc;Mocodes;Vict Age;Vict Sex;Vict Descent;Premis Cd;Premis Desc;Weapon Used Cd;Weapon Desc;Status;Status Desc;Crm Cd 1;Crm Cd 2;Crm Cd 3;Crm Cd 4;LOCATION;Cross Street;LAT;LON
201711883;08/05/2020 0:00;08/05/2020 0:00;120;17;Devonshire;1751;1;440;THEFT PLAIN - PETTY ($950 & UNDER);0344 1300 0349;42;M;W;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;440;;;;10200    BROOKE                       AV;;342.559;-118.607
201312787;06/24/2020 12:00:00 AM;06/24/2020 12:00:00 AM;850;13;Newton;1309;1;510;VEHICLE - STOLEN;;0;;;108;PARKING LOT;;;IC;Invest Cont;510;;;;2200 E  15TH                         ST;;340.219;-1.182.325
201908896;04/19/2020 12:00:00 AM;04/14/2020 12:00:00 AM;2200;19;Mission;1998;1;330;BURGLARY FROM VEHICLE;1202 0344;64;M;H;101;STREET;;;IC;Invest Cont;330;;;;WAKEFIELD                    AV;ROSCOE                       BL;342.216;-1.184.434
202013879;08/26/2020 12:00:00 AM;08/26/2020 12:00:00 AM;1130;20;Olympic;2062;2;930;CRIMINAL THREATS - NO WEAPON DISPLAYED;0913 0554 2003 2021 0421 1906 0422 0340 0432;55;F;B;501;SINGLE FAMILY DWELLING;511;VERBAL THREAT;AO;Adult Other;930;;;;1200    ARLINGTON                    AV;;340.485;-118.317
202116131;11/19/2020 12:00:00 AM;11/19/2020 12:00:00 AM;1140;21;Topanga;2143;1;236;INTIMATE PARTNER - AGGRAVATED ASSAULT;0444 0429 1814 2000 0913;28;F;W;101;STREET;400;STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE);IC;Invest Cont;236;;;;VICTORY                      BL;FALLBROOK                    BL;341.865;-1.186.234
201408674;03/22/2020 12:00:00 AM;02/25/2020 12:00:00 AM;1615;14;Pacific;1475;2;354;THEFT OF IDENTITY;930;73;F;W;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;354;;;;7700    EMERSON                      AV;;339.671;-1.184.095
211704812;12/28/2020 12:00:00 AM;12/28/2020 12:00:00 AM;500;17;Devonshire;1791;1;330;BURGLARY FROM VEHICLE;344;49;M;O;501;SINGLE FAMILY DWELLING;;;IC;Invest Cont;330;;;;8300    MCCUE                        CT;;34.221;-1.185.859
201810284;04/29/2020 12:00:00 AM;04/27/2020 12:00:00 AM;2300;18;Southeast;1802;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;IC;Invest Cont;510;;;;92ND;MAIN;339.529;-1.182.739
201710691;07/02/2020 0:00;07/02/2020 0:00;37;17;Devonshire;1792;1;510;VEHICLE - STOLEN;;0;;;101;STREET;;;AA;Adult Arrest;510;;;;8400    AURA                         AV;;342.226;-1.185.547
201905930;02/10/2020 0:00;02/09/2020 0:00;2100;19;Mission;1974;2;662;BUNCO, GRAND THEFT;800;46;F;B;210;RESTAURANT/FAST FOOD;;;IC;Invest Cont;662;;;;14500    NORDHOFF                     ST;;342.354;-1.184.481
201410038;04/22/2020 12:00:00 AM;04/22/2020 12:00:00 AM;1700;14;Pacific;1401;1;331;THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER);0344 1300;77;F;H;101;STREET;;;IC;Invest Cont;331;;;;WELLESLEY;PEARL;340.262;-1.184.501
201809223;04/06/2020 0:00;04/03/2020 0:00;1730;18;Southeast;1841;2;740;VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS);329;0;X;X;108;PARKING LOT;;;IC;Invest Cont;740;;;;10400 S  FIGUEROA                     ST;;339.367;-1.182.871
